Week,Year,GID,FirstName,LastName,Pos,Team,h/a,Oppt,fd_points,fd_salary
14,2019,5787,Walker, Michael,WR,jac,h,lac,1.4,4500
14,2019,5408,Roberts, Seth,WR,bal,a,buf,1.3,4700
14,2019,5730,Brown, Marquise,WR,bal,a,buf,1.3,5500
14,2019,5677,Zylstra, Brandon,WR,car,a,atl,1.2,4500
14,2019,5385,Conley, Chris,WR,jac,h,lac,1.2,5400
14,2019,5557,Jones, Zay,WR,oak,h,ten,1,4700
14,2019,5804,Ridley, Riley,WR,chi,h,dal,1,4500
14,2019,5339,Wilson, Albert,WR,mia,a,nyj,1,5000
14,2019,5462,Cooper, Pharoh,WR,ari,h,pit,1,4900
14,2019,5734,Isabella, Andy,WR,ari,h,pit,1,4700
14,2019,5153,Jeffery, Alshon,WR,phi,h,nyg,0,7100
14,2019,5748,Boykin, Miles,WR,bal,a,buf,0,4700
14,2019,5578,Hollins, Mack,WR,mia,a,nyj,0,4500
14,2019,5797,Bryant, Ventell,WR,dal,a,chi,0,4500
14,2019,5384,Dorsett, Phillip,WR,nwe,h,kan,0,5400
14,2019,5479,Moore, Chris,WR,bal,a,buf,0,4600
14,2019,5792,Jones, Tevin,WR,dal,a,chi,0,5100
14,2019,5699,Sherfield, Trent,WR,ari,h,pit,0,4500
14,2019,5766,Wilson, Cedrick,WR,dal,a,chi,0,4600
14,2019,5641,Berrios, Braxton,WR,nyj,h,mia,0,4500
14,2019,2958,Thomas, De'Anthony,WR,bal,a,buf,0,4500
14,2019,5698,Ateman, Marcell,WR,oak,h,ten,0,4500
14,2019,5503,Thomas, Mike,WR,lar,h,sea,0,4500
14,2019,5765,Spencer, Diontae,WR,den,a,hou,0,4600
14,2019,5781,Moore, Jason,WR,lac,a,jac,0,4500
14,2019,5779,Morgan, Stanley,WR,cin,a,cle,0,4500
14,2019,5475,Higgins, Rashard,WR,cle,h,cin,0,4500
14,2019,5268,Latimer, Cody,WR,nyg,a,phi,0,4700
14,2019,5775,Brown, Fred,WR,den,a,hou,0,4500
14,2019,5671,Wims, Javon,WR,chi,h,dal,0,4500
14,2019,5255,Cooks, Brandin,WR,lar,h,sea,0,6100
14,2019,5796,Hollister, Cody,WR,ten,a,oak,0,4500
14,2019,5675,Hodge, KhaDarel,WR,cle,h,cin,0,4800
14,2019,5801,Guyton, Jalen,WR,lac,a,jac,0,4500
14,2019,3978,Roberts, Andre,WR,buf,h,bal,0,4500
14,2019,5790,Blake, Christian,WR,atl,h,car,0,5200
14,2019,5649,Foster, Robert,WR,buf,h,bal,0,4800
14,2019,5656,Valdes-Scantling, Marquez,WR,gnb,h,was,0,4800
14,2019,5773,Patton, Andre,WR,lac,a,jac,0,4500
14,2019,5704,Kumerow, Jake,WR,gnb,h,was,0,4700
14,2019,5416,White, DeAndrew,WR,car,a,atl,0,4500
14,2019,3760,Slater, Matthew,WR,nwe,h,kan,0,4500
14,2019,5654,Carter, DeAndre,WR,hou,h,den,0,4500
14,2019,5491,Holton, Johnny,WR,pit,a,ari,0,4900
14,2019,5518,Core, Cody,WR,nyg,a,phi,0,4500
14,2019,5229,Brown, Jaron,WR,sea,a,lar,0,4600
14,2019,5678,Ratley, Damion,WR,cle,h,cin,0,4500
14,2019,5199,Austin, Tavon,WR,dal,a,chi,0,4500
14,2019,5798,Dulin, Ashton,WR,ind,a,tam,0,4500
14,2019,5802,Webster, Nsimba,WR,lar,h,sea,0,4500
14,2019,5580,Williams, Chad,WR,ind,a,tam,0,4500
14,2019,5758,Lacy, Chris,WR,det,a,min,0,4500
14,2019,5674,James, Richie,WR,sfo,a,nor,-0.1,4600
14,2019,5785,Dortch, Greg,WR,car,a,atl,-2,4500
14,2019,4569,Ertz, Zach,TE,phi,h,nyg,25.6,6700
14,2019,4437,Cook, Jared,TE,nor,h,sfo,19.4,6500
14,2019,4748,Fant, Noah,TE,den,a,hou,19.3,4800
14,2019,4703,Kittle, George,TE,sfo,a,nor,15.7,6700
14,2019,4680,Higbee, Tyler,TE,lar,h,sea,15.1,5700
14,2019,4720,Hurst, Hayden,TE,bal,a,buf,14.8,4500
14,2019,4582,Kelce, Travis,TE,kan,a,nwe,14.5,7100
14,2019,4730,Thomas, Ian,TE,car,a,atl,14.2,4000
14,2019,4661,O'Leary, Nick,TE,jac,h,lac,11,4500
14,2019,4648,Brate, Cameron,TE,tam,h,ind,11,4600
14,2019,4675,Henry, Hunter,TE,lac,a,jac,10.9,6400
14,2019,4706,Smith, Jonnu,TE,ten,a,oak,10.4,4900
14,2019,4700,Howard, O.J.,TE,tam,h,ind,9.3,5400
14,2019,4760,Moreau, Foster,TE,oak,h,ten,8.9,4700
14,2019,5419,Waller, Darren,TE,oak,h,ten,8.3,6200
14,2019,4733,Jarwin, Blake,TE,dal,a,chi,8,4800
14,2019,4660,Boyle, Nick,TE,bal,a,buf,8,4800
14,2019,4542,Green, Virgil,TE,lac,a,jac,7.9,4000
14,2019,4744,Tonyan, Robert,TE,gnb,h,was,7.7,4000
14,2019,4586,Hill, Josh,TE,nor,h,sfo,7.4,4500
14,2019,4676,Heuerman, Jeff,TE,den,a,hou,7.3,4200
14,2019,4763,Holtz, J.P.,TE,chi,h,dal,7.1,4000
14,2019,4543,Clay, Charles,TE,ari,h,pit,7,4600
14,2019,4729,Akins, Jordan,TE,hou,h,den,6.9,4900
14,2019,4568,Eifert, Tyler,TE,cin,a,cle,6.9,4500
14,2019,4492,Graham, Jimmy,TE,gnb,h,was,6.4,5500
14,2019,4262,Witten, Jason,TE,dal,a,chi,6.2,5800
14,2019,4693,Perkins, Joshua,TE,phi,h,nyg,6.2,4000
14,2019,4725,Goedert, Dallas,TE,phi,h,nyg,5.6,5700
14,2019,4771,Horsted, Jesper,TE,chi,h,dal,5.6,4300
14,2019,4707,Hollister, Jacob,TE,sea,a,lar,5.4,5500
14,2019,4669,Pruitt, MyCole,TE,ten,a,oak,4.7,4300
14,2019,4738,Firkser, Anthony,TE,ten,a,oak,4.4,5000
14,2019,4677,Hooper, Austin,TE,atl,h,car,4.2,6600
14,2019,4750,Knox, Dawson,TE,buf,h,bal,4.2,4500
14,2019,4594,Doyle, Jack,TE,ind,a,tam,3.7,6300
14,2019,4757,Smith Jr., Irv,TE,min,h,det,3.6,5300
14,2019,4761,Beck, Andrew,TE,den,a,hou,3.4,4200
14,2019,1463,Thomas, Logan,TE,det,a,min,3.1,4700
14,2019,1530,Hill, Taysom,TE,nor,h,sfo,3,5200
14,2019,4653,James, Jesse,TE,det,a,min,2.8,4000
14,2019,4732,Conklin, Tyler,TE,min,h,det,2.8,4000
14,2019,4712,Seals-Jones, Ricky,TE,cle,h,cin,2.7,4800
14,2019,4674,LaCosse, Matt,TE,nwe,h,kan,2.4,4200
14,2019,4537,Rudolph, Kyle,TE,min,h,det,2.1,4800
14,2019,4770,Smith, Kaden,TE,nyg,a,phi,1.9,4700
14,2019,4721,Andrews, Mark,TE,bal,a,buf,1.9,6600
14,2019,4697,Manhertz, Chris,TE,car,a,atl,1.6,4000
14,2019,4592,Griffin, Ryan,TE,nyj,h,mia,1.3,5600
14,2019,4736,Alie-Cox, Mo,TE,ind,a,tam,1.3,4000
14,2019,4609,Fells, Darren,TE,hou,h,den,1.2,4700
14,2019,4292,Watson, Ben,TE,nwe,h,kan,1.2,5200
14,2019,5436,Brown, Daniel,TE,nyj,h,mia,1.2,4300
14,2019,4719,Gesicki, Mike,TE,mia,a,nyj,1.1,5400
14,2019,4324,Lewis, Marcedes,TE,gnb,h,was,1,4700
14,2019,4656,Uzomah, C.J.,TE,cin,a,cle,0.9,4900
14,2019,4702,Njoku, David,TE,cle,h,cin,0.9,4900
14,2019,4774,Nauta, Isaac,TE,det,a,min,0.8,4000
14,2019,4762,Fumagalli, Troy,TE,den,a,hou,0.8,4000
14,2019,4572,McDonald, Vance,TE,pit,a,ari,0.8,5800
14,2019,4737,Smythe, Durham,TE,mia,a,nyj,0.7,4000
14,2019,4681,Travis, Ross,TE,ind,a,tam,0.6,0
14,2019,4651,Walford, Clive,TE,mia,a,nyj,0.4,0
14,2019,4768,Hudson, Tanner,TE,tam,h,ind,0,4000
14,2019,4564,Celek, Garrett,TE,sfo,a,nor,0,4000
14,2019,4714,Sprinkle, Jeremy,TE,was,a,gnb,0,4900
14,2019,4765,Graham, Jaeden,TE,atl,h,car,0,5400
14,2019,4711,Carter, Cethan,TE,cin,a,cle,0,4000
14,2019,4742,Schultz, Dalton,TE,dal,a,chi,0,4000
14,2019,4599,Carrier, Derek,TE,oak,h,ten,0,4000
14,2019,4747,Mundt, Johnny,TE,lar,h,sea,0,4000
14,2019,4538,Kendricks, Lance,TE,lac,a,jac,0,4400
14,2019,4535,Smith, Lee,TE,buf,h,bal,0,4000
14,2019,4689,Koyack, Ben,TE,jac,h,lac,0,4000
14,2019,4652,Kroft, Tyler,TE,buf,h,bal,0,4500
14,2019,4666,Bell, Blake,TE,kan,a,nwe,0,4000
14,2019,4708,Daniels, Darrell,TE,ari,h,pit,0,4000
14,2019,4767,Hentges, Hale,TE,was,a,gnb,0,4000
14,2019,4688,Vannett, Nick,TE,pit,a,ari,0,4000
14,2019,4532,Stocker, Luke,TE,atl,h,car,0,4000
14,2019,4769,Carlson, Stephen,TE,cle,h,cin,0,4500
14,2019,4773,Sternberger, Jace,TE,gnb,h,was,0,4000
14,2019,4650,Williams, Maxx,TE,ari,h,pit,0,4400
14,2019,4758,Wesco, Trevon,TE,nyj,h,mia,0,4000
14,2019,4745,Dwelley, Ross,TE,sfo,a,nor,0,4800
14,2019,6427,Sanders, Jason,PK,mia,a,nyj,24,
14,2019,6243,Koo, Younghoe,PK,atl,h,car,18,
14,2019,6203,Bullock, Randy,PK,cin,a,cle,15,
14,2019,6239,Lutz, Wil,PK,nor,h,sfo,13,
14,2019,6096,Gould, Robbie,PK,sfo,a,nor,13,
14,2019,6423,Butker, Harrison,PK,kan,a,nwe,13,
14,2019,6426,Ficken, Sam,PK,nyj,h,mia,12,
14,2019,6434,Seibert, Austin,PK,cle,h,cin,11,
14,2019,6225,Boswell, Chris,PK,pit,a,ari,11,
