Week,Year,GID,FirstName,LastName,Pos,Team,h/a,Oppt,fd_points,fd_salary
14,2016,1131,Brady, Tom,QB,nwe,h,bal,27.14,8600
14,2016,1301,Ryan, Matt,QB,atl,a,lar,21.48,8300
14,2016,1252,Rodgers, Aaron,QB,gnb,h,sea,21.24,8000
14,2016,1302,Flacco, Joe,QB,bal,a,nwe,20.06,7500
14,2016,1410,Tannehill, Ryan,QB,mia,h,ari,18.8,7100
14,2016,1340,Stafford, Matthew,QB,det,h,chi,18.42,8500
14,2016,1409,Luck, Andrew,QB,ind,h,hou,18.24,8200
14,2016,1344,Bradford, Sam,QB,min,a,jac,17.38,6900
14,2016,1488,Siemian, Trevor,QB,den,a,ten,17.36,7000
14,2016,1415,Cousins, Kirk,QB,was,a,phi,16.96,7600
14,2016,1403,Dalton, Andy,QB,cin,a,cle,16.9,7700
14,2016,1400,Taylor, Tyrod,QB,buf,h,pit,16.32,7600
14,2016,1442,Bortles, Blake,QB,jac,h,min,15.58,6900
14,2016,1514,Wentz, Carson,QB,phi,h,was,14.06,6500
14,2016,1472,Petty, Bryce,QB,nyj,a,sfo,13.18,6100
14,2016,1254,Smith, Alex,QB,kan,h,oak,12.66,7000
14,2016,1378,Newton, Cam,QB,car,h,sdg,12.5,7800
14,2016,1417,Barkley, Matt,QB,chi,a,det,12.48,6200
14,2016,1207,Palmer, Carson,QB,ari,a,mia,12.3,7400
14,2016,1408,Griffin III, Robert,QB,cle,h,cin,12.26,6200
14,2016,1404,Kaepernick, Colin,QB,sfo,h,nyj,11.62,7300
14,2016,1490,Goff, Jared,QB,lar,h,atl,11.6,6700
14,2016,1412,Wilson, Russell,QB,sea,a,gnb,10.5,7900
14,2016,1231,Rivers, Philip,QB,sdg,a,car,10.44,8000
14,2016,1465,Winston, Jameis,QB,tam,h,nor,8.96,8200
14,2016,1501,Prescott, Dak,QB,dal,a,nyg,8.7,8000
14,2016,1151,Brees, Drew,QB,nor,a,tam,7.48,8700
14,2016,1466,Mariota, Marcus,QB,ten,h,den,7.32,7900
14,2016,1225,Manning, Eli,QB,nyg,h,dal,6.52,7700
14,2016,1232,Roethlisberger, Ben,QB,pit,a,buf,5.6,8100
14,2016,1441,Carr, Derek,QB,oak,a,kan,4.98,8000
14,2016,1414,Osweiler, Brock,QB,hou,a,ind,4.68,6500
14,2016,1298,Moore, Matt,QB,mia,h,ari,1.88,5500
14,2016,1234,Schaub, Matt,QB,atl,a,lar,0,6000
14,2016,1239,Anderson, Derek,QB,car,h,sdg,0,5000
14,2016,1493,Boykin, Trevone,QB,sea,a,gnb,0,6000
14,2016,5071,Webb, Joe,QB,car,h,sdg,0,5000
14,2016,1262,Clemens, Kellen,QB,sdg,a,car,0,5000
14,2016,1470,Hundley, Brett,QB,gnb,h,sea,-0.2,5000
14,2016,2888,Bell, Le'Veon,RB,pit,a,buf,49.8,9000
14,2016,2819,Powell, Bilal,RB,nyj,a,sfo,32.4,5600
14,2016,2933,Hyde, Carlos,RB,sfo,h,nyj,26.5,6900
14,2016,2928,Hill, Jeremy,RB,cin,a,cle,21.7,6900
14,2016,2707,McCoy, LeSean,RB,buf,h,pit,19.8,8300
14,2016,2859,Miller, Lamar,RB,hou,a,ind,18.7,7200
14,2016,2994,Coleman, Tevin,RB,atl,a,lar,18.5,5400
14,2016,5469,Dixon, Kenneth,RB,bal,a,nwe,18.1,5000
14,2016,2899,Murray, Latavius,RB,oak,a,kan,16.3,6800
14,2016,5392,Montgomery, Ty,RB,gnb,h,sea,16.1,4800
14,2016,2992,Gurley, Todd,RB,lar,h,atl,15.8,6900
14,2016,5493,Kelley, Rob,RB,was,a,phi,15.8,5900
14,2016,2858,Martin, Doug,RB,tam,h,nor,15.5,7300
14,2016,2831,Murray, DeMarco,RB,ten,h,den,15.2,7900
14,2016,5395,Johnson, David,RB,ari,a,mia,14.6,9700
14,2016,2721,Blount, LeGarrette,RB,nwe,h,bal,14.4,6700
14,2016,2467,Gore, Frank,RB,ind,h,hou,14.4,6000
14,2016,2612,Stewart, Jonathan,RB,car,h,sdg,12.6,6500
14,2016,2993,Yeldon, T.J.,RB,jac,h,min,12.5,5300
14,2016,2969,Crowell, Isaiah,RB,cle,h,cin,12.3,5500
14,2016,5447,Howard, Jordan,RB,chi,a,det,12,7800
14,2016,2484,Sproles, Darren,RB,phi,h,was,11,5600
14,2016,5494,Farrow, Kenneth,RB,sdg,a,car,10.8,4500
14,2016,5444,Elliott, Ezekiel,RB,dal,a,nyg,10.7,8500
14,2016,2873,Asiata, Matt,RB,min,a,jac,10.1,5800
14,2016,2954,White, James,RB,nwe,h,bal,9.9,4700
14,2016,2935,McKinnon, Jerick,RB,min,a,jac,9.9,6000
14,2016,2915,Thompson, Chris,RB,was,a,phi,9.8,5100
14,2016,2875,Draughn, Shaun,RB,sfo,h,nyj,9.2,4600
14,2016,5483,Washington, Dwayne,RB,det,h,chi,7.9,4500
14,2016,5402,Rawls, Thomas,RB,sea,a,gnb,7.9,6500
14,2016,2957,Williams, Damien,RB,mia,h,ari,7.8,4600
14,2016,2998,Ajayi, Jay,RB,mia,h,ari,6.8,7200
14,2016,2914,Ware, Spencer,RB,kan,h,oak,6.8,7600
14,2016,2658,Jennings, Rashad,RB,nyg,h,dal,6.7,6100
14,2016,2931,Sims, Charles,RB,tam,h,nor,6.5,4600
14,2016,2987,West, Charcandrick,RB,kan,h,oak,6.4,5000
14,2016,2867,Turbin, Robert,RB,ind,h,hou,6.3,4500
14,2016,2908,Juszczyk, Kyle,RB,bal,a,nwe,6.1,4500
14,2016,2754,Mathews, Ryan,RB,phi,h,was,6,4600
14,2016,2960,Blue, Alfred,RB,hou,a,ind,6,5100
14,2016,2890,Burkhead, Rex,RB,cin,a,cle,5.6,4500
14,2016,5397,Zenner, Zach,RB,det,h,chi,5.5,4500
14,2016,5445,Henry, Derrick,RB,ten,h,den,5.2,5000
14,2016,5450,Collins, Alex,RB,sea,a,gnb,5.1,4500
14,2016,5472,Perkins, Paul,RB,nyg,h,dal,5,4500
14,2016,2997,Johnson, Duke,RB,cle,h,cin,5,4900
14,2016,2869,Cadet, Travaris,RB,nor,a,tam,4.9,4500
14,2016,2665,Reece, Marcel,RB,sea,a,gnb,4.8,4500
14,2016,2929,West, Terrance,RB,bal,a,nwe,4.6,6200
14,2016,2604,Hightower, Tim,RB,nor,a,tam,4.4,5900
14,2016,2898,Michael, Christine,RB,gnb,h,sea,3.6,4700
14,2016,2918,Williams, Kerwynn,RB,ari,a,mia,3.4,4500
14,2016,2894,Gillislee, Mike,RB,buf,h,pit,3.4,5300
14,2016,2642,Forsett, Justin,RB,den,a,ten,3,4500
14,2016,5490,Richard, Jalen,RB,oak,a,kan,2.9,4900
14,2016,2793,Ingram, Mark,RB,nor,a,tam,2.8,7100
14,2016,2930,Freeman, Devonta,RB,atl,a,lar,2.8,7500
14,2016,2880,Dunbar, Lance,RB,dal,a,nyg,2.7,4500
14,2016,5375,Ward, Terron,RB,atl,a,lar,2.4,4500
14,2016,2816,Lewis, Dion,RB,nwe,h,bal,2.4,5400
14,2016,5468,Booker, Devontae,RB,den,a,ten,2.1,6600
14,2016,5431,Hunt, Akeem,RB,hou,a,ind,1.9,4500
14,2016,2881,Grimes, Jonathan,RB,hou,a,ind,1.7,4500
14,2016,5446,Drake, Kenyan,RB,mia,h,ari,1.6,4500
14,2016,2830,Vereen, Shane,RB,nyg,h,dal,1.5,4500
14,2016,2916,Whittaker, Fozzy,RB,car,h,sdg,1.5,4500
14,2016,2863,Rainey, Bobby,RB,nyg,h,dal,1.4,4500
14,2016,5405,Grant, Corey,RB,jac,h,min,1.3,4500
14,2016,2913,Olawale, Jamize,RB,oak,a,kan,1.3,4500
14,2016,5510,Pope, Troymaine,RB,sea,a,gnb,1.2,4500
14,2016,5371,Langford, Jeremy,RB,chi,a,det,1,4600
14,2016,2613,Forte, Matt,RB,nyj,a,sfo,0.8,7700
14,2016,2549,Kuhn, John,RB,nor,a,tam,0.8,4500
14,2016,2990,Toussaint, Fitzgerald,RB,pit,a,buf,0.6,4500
14,2016,2991,Gordon, Melvin,RB,sdg,a,car,0.5,8200
14,2016,2495,Bush, Reggie,RB,buf,h,pit,0.4,4500
14,2016,5522,Wilds, Brandon,RB,nyj,a,sfo,0.4,4500
14,2016,5473,Smallwood, Wendell,RB,phi,h,was,0.3,5400
14,2016,2719,Bell, Joique,RB,det,h,chi,0.3,4600
